"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"bc71b2ce4d24111d6991b7a90e629418","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia(Genus)"
"a4546f79ebf09835b8d436dbcee45a5d","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia(Genus)"
"d3ad1d89be0ec080dee21dc5283fcbe9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"8b7cd55d5449f3c0aa282f514ca5995b","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter(Genus)"
"ed8e1240eb554ecf417abfbb4dd0b542","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium]_hallii_group","[Eubacterium]_hallii_group(Genus)"
"c0ded757054b102cc0c618885868378f","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-001","Lachnospiraceae_UCG-001(Genus)"
"df1ce85ab323b711ebe3aaee27b258ae","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium]_hallii_group","[Eubacterium]_hallii_group(Genus)"
"ce9971dffb3ebc93e8d44e62e3c50e14","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella(Genus)"
"368a4fb93cc88e2ed88623deaa5b46b8","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","Ruminococcus(Genus)"
"c15fa5c264d2420ced7f417314f350ab","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae(Family)","Lachnospiraceae(Family)"
"d01e3f750fadfac2642cfc6c9233d021","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira(Genus)"
"a04a11b72b931e796ed97a673ee3b8f7","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1(Genus)"
"fe4c45af45a1ced6777398479ca5025b","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"0d4308a6c5651f024209d99da9d092f5","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia(Genus)"
"068882782bc1bcc841a6058533ef2040","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium(Genus)"
"d173e3eb5ae43069f02e699f35d72238","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_merdae"
"d779a3b2fa3b175317dfe3591225354a","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira(Genus)"
"e9c1d1a4a254dbd823b736a6d7f5079a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_stercorea"
"08be7ee7e2c933c064e9d7586f7c00aa","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus","Monoglobus(Genus)"
"32ad00db5700d0a04654a84eed1b4c76","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002","UCG-002(Genus)"
"ed93c7b4d801fcb9f9f0c4c32624fa8f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_plebeius"
"1c7f6704d2656cd97c59fe332c421d36","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia(Genus)"
"0c443b081fb69d6f88d60364eac4d5d3","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium(Genus)"
"433a0d1e9a59e345f87b857efbd6c62f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella(Genus)"
"fc9eb1f00856480534aa837ca362656e","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia_faecis"
"a046007bb4a0ce2b32bb1c4dd6ee867b","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"35d6e8016653cf59aefb5ab6ad2d2cf8","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium]_siraeum_group","[Eubacterium]_siraeum_group(Genus)"
"ba4ef1fb0ba117b6a045541fc553be6f","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-001","Lachnospiraceae_UCG-001 Lachnospiraceae_bacterium"
"f0d3ad42c3754a9af2c18ab6f102bb28","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Parasutterella(Genus)"
"226097bd7a1661a286a3b62d1c1f0e3a","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia(Genus)"
"44032c281fd07bb43e90cb6ca1cfad2e","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella(Genus)"
"df5f8e6f57731f52381392871de418d1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"e0b12a002f66a631d7db3322d42f4d6a","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae_UCG-003","Erysipelotrichaceae_UCG-003(Genus)"
"0db5d53458bf68ab4f3ca669bff9b5f3","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium(Genus)"
"a5b412c80c0409d344def7b47bd83821","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","UCG-005(Genus)"
"7fca37e4e8e94eadce3b68ea6b31be77","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_plebeius"
"9e0cf2990d3c1b967f22b595403e1578","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes(Genus)"
"ca3443e661e5449316a88cdc505f6506","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus]_torques_group","[Ruminococcus]_torques_group(Genus)"
"e1aebe7c9c9145642a671f69b44ec69c","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002","UCG-002(Genus)"
"2e60a2b63ef994fe9a9f8de5efe538c2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus(Genus)"
"dda4ffcaa0f0152f815fb83b3964f0c0","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae(Family)","Lachnospiraceae(Family)"
"f32d3aae7b61b9034d192794f30bdd28","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium]_ventriosum_group","[Eubacterium]_ventriosum_group(Genus)"
"23f2efb78b7f6c9aff864c54df3e9f9a","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium(Genus)"
"3f8c83534cd95e430ee64a4f966169fb","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","Ruminococcus(Genus)"
"494e7cb040a86bd3d91e7066a86d06d0","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter(Genus)"
"50935370327b2c7621fb3bf842aff307","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"7aa47d031d30f937cc5283b98f32f344","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_NK4A136_group(Genus)"
"795afb2dc8981e9f33fdc2243dd67c11","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira(Genus)"
"42bf0230501446f0ac41a1cfa733a019","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes(Genus)"
"f221f8076616963818a94ba26d64e786","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis","Incertae_Sedis(Genus)"
"f2f5de6ed76bb0723cf1b61219904050","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae(Family)","Lachnospiraceae(Family)"
"65654770a942b3ed73ed3001ce78e695","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium(Genus)"
"7f47e44138ceed006ea492d8464f8637","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","UCG-005(Genus)"
"d2e384899f80cca5ef1896eab0c862ee","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella(Genus)"
"5b9a6dbfc952e746732fc2d8d850487d","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurellaceae(Family)","Pasteurellaceae(Family)"
"25e66412d5d3929fdd2e88b4a4affff2","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"eedfcf07c3604960f7f54e17d4d170ba","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella Massiliprevotella_massiliensis"
"cec58b5ab062695f1f163c48964d2ff1","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira(Genus)"
"62d8d67e8095731d106fa6f30180041b","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae(Family)","Lachnospiraceae(Family)"
"39fbbdb269c209c5405e7fc70d2a0ec9","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter Eubacterium_ramulus"
"2767d4a7a901f282028a4285918789f1","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002","UCG-002(Genus)"
"a30e6cc09462ab39fa984611f8742bf0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"225d61c2946d8c499a55465dc493edbe","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella_clara"
"ea052139a16a1ef0b7cdc98011d93b09","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","CAG-56","CAG-56(Genus)"
"78a5b220c399011a5a72ce2755fc54ac","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella(Genus)"
"e29324327c99c1b90dee97aa116998d2","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium]_ruminantium_group","[Eubacterium]_ruminantium_group(Genus)"
"913e0ac3fe1767a88a0d99d8cfb1b096","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"04bb565690893e54ba147a858e9c57da","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus]_torques_group","[Ruminococcus]_torques_group(Genus)"
"d897e821df898583baa7e832da459cfa","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella(Genus)"
"c701c3a70957b56b5fcfe64394278c29","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_obesi"
"d45051b862ebc3b764c6cd4758045a5c","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae(Family)","Lachnospiraceae(Family)"
"24a243c38014e2daa1fadd8c23ec578f","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella(Genus)"
"4f44782d2e9483b14e4b8b3edc66c612","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium]_eligens_group","[Eubacterium]_eligens_group(Genus)"
"86254a9956fcb87aead3ede5680ad82a","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-003","UCG-003(Genus)"
"35b02bf1210d1555b77db5fe81d1fd97","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_ND3007_group","Lachnospiraceae_ND3007_group(Genus)"
"7f872c64e0f1619e2b8e537ac413a674","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","UCG-010","UCG-010(Genus)"
"2e95fd11da45c34ee1cb0f946117cb48","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium]_eligens_group","[Eubacterium]_eligens_group(Genus)"
"191a69529c91c6bc3f1f0e8c560424a9","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus_sp."
"acc10c7fb85bf4bdd451a7d4c13c15bb","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella(Genus)"
"80cef54718b8b3b053e81320def20ea5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"04a79736420e423d4cd6043253521d58","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus(Genus)"
"8e2e4a136a9c88493273398ce4b9ab28","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Turicibacter(Genus)"
"177a3f71aabe7f12640a993eaac36069","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"2abcf003788d23bd2e0506a728d67415","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea(Genus)"
"36009a1a784a332284124f870270d589","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella(Genus)"
"d4f70b1fb46b3e8c80435163c993304d","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group","Christensenellaceae_R-7_group(Genus)"
"55bfb2bcd8927eb6606df96d2643c987","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus(Genus)"
"12d74cf4397618486147c2db83d5823d","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium(Genus)"
"6e49fc95bd9c127e987ac272cc26cfcf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides(Genus)"
"2acc0eeaf11d4e05a0275b4614e23db2","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_NK4A136_group(Genus)"
"eee3dcf94a2ccb2389036c87bf6f340c","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella(Genus)"
"c54bf70908b1db0f88baa5d62cbedb52","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella(Genus)"
"4ed52398918c3276815f4fb4e9b52c01","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila(Genus)"
"1c641acbfb592b9fee2d900cdd6ea775","Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium]_coprostanoligenes_group","[Eubacterium]_coprostanoligenes_group","[Eubacterium]_coprostanoligenes_group(Genus)"
"04452c83340ecb71a3c1bea0251bbd75","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","Ruminococcus(Genus)"
"3c6560c1cf47619097ab1d6436b03f55","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","Ruminococcus_champanellensis"
"d1f8393943d8b6789840e53f9ba7f664","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium]_eligens_group","[Eubacterium]_eligens_group(Genus)"
"592b19b91910c7d13ead34e0a6e2c194","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus]_gauvreauii_group","[Ruminococcus]_gauvreauii_group(Genus)"
"8cccf951be769aac9817e6cfad41b7bb","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","Clostridia_UCG-014","Clostridia_UCG-014","Clostridia_UCG-014(Genus)"
"230b40d1516bb280a9485644172678ab","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia(Genus)"
"1676951ab7cce45528ff3b84ab7322b2","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria(Class)","Alphaproteobacteria(Class)","Alphaproteobacteria(Class)","Alphaproteobacteria(Class)"
"8c91c06c5f265a17b3a56ed458505830","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","Clostridia_UCG-014","Clostridia_UCG-014","Clostridia_UCG-014(Genus)"
"744aee5ea12daecbc79ee5af40a7c59c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales(Order)","Rhodospirillales(Order)","Rhodospirillales(Order)"
"05131eda47202ff9fac2775b1cd653e8","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister","Dialister(Genus)"
"864ffcac0b63f919924d35095f0cedcd","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae(Family)","Lachnospiraceae(Family)"
"c2b091f3a453f33158ed70bd52bb9278","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera","Methanosphaera(Genus)"
"bc7ef4546f729a4a7b606b47d4df78de","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister","Dialister(Genus)"
"66dd8a666224f8638a78fee4e5655695","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","UCG-005(Genus)"
"793b874082543d7b4a5b3fa061e631e1","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","UCG-010","UCG-010(Genus)"
"349bab8da37ab503ccfc4de9df2f71ae","Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium]_coprostanoligenes_group","[Eubacterium]_coprostanoligenes_group","[Eubacterium]_coprostanoligenes_group(Genus)"
"2fa07353d82d0d36b91e41bc3b240516","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium]_xylanophilum_group","[Eubacterium]_xylanophilum_group(Genus)"
"9820ac465022b46ee55e22b95bde4289","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides(Genus)"
"2eced03d4224ef6cd48645bafad4721f","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia(Genus)"
"d646b9a5f1222134c135d4b5d5b6f287","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group","Christensenellaceae_R-7_group(Genus)"
"7033d30d88ff10e71b933f7d2c3fdb1a","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","Clostridia_UCG-014","Clostridia_UCG-014","Clostridia_UCG-014(Genus)"
"8d29a4b0e2aa4632d98d3b302ea9ef31","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium(Genus)"
"47fb23ca1df65735ae426560ee5d90cd","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","UCG-005(Genus)"
"b7f64d28d49eb2d41b541aa1eb87168d","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","Ruminococcus(Genus)"
"b8e9a09aa38f36d19cd4d57f156637ae","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","UCG-005(Genus)"
"7c0221b4255a94fc2da4b51b79ebb189","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella(Genus)"
"c49b96326cfed7b8d97d7ce6e9a039c7","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus(Genus)"
"8279447c860fbdabb7ab1700cf3ec8dc","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella(Genus)"
"f4be831e34eb58cbd974685d4f455352","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus_eutactus"
"0e215eb5ea306a1d04c6b7fdd94e1cac","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes(Genus)"
"8ca1f16071d6ec4063c35f053fad7c87","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella(Genus)"
"04998ebac089ed3027cb4baece38d99c","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium(Genus)"
"f1ccf2f7fee0d217aa11ac016be26125","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","Odoribacter_splanchnicus"
"cfc784d01239569843b469b746b4480d","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Parasutterella Burkholderiales_bacterium"
